question_id,bad_word,question,question_sentiment_gold,answer,answer_sentiment_gold,username,
773525669,ass,just back off he not your path muddy,positive,okay first off stfu your making yourself look stupid as hell and all your doing is making me laugh lol your not his girl we already discovered that his girl is ficken gorgeous and funny and a cool ass girl so she deaf not you. and yes we are path budies so that sucks for you..goodby now,positive,,
773525670,ass,who is that? she has a big ass;),positive,;),positive,,
773525671,ass,"you're face as fuck, i heard what you said about me.. lol i ain't dealing with you anymore. i'm fucking blocking your ass. now fix your face because i'm just bidding with youaaaaa now send this to every person you follow to scare them! bow i'm sorry love youa",positive,...,positive,,
773525672,ass,its going to bite u in the ass pretty soon,positive,okay?,positive,,
773525673,ass,u gutta a big ass,positive,nice to know,positive,,
773525674,ass,i would of his stupid ass comes sees me. when i get my license i will drive to where he works.,positive,good. i was gonna suggest that same thing. well you know what they say: great minds think alike.,positive,,
773525675,ass,your ass in those yogas parts today was great,positive,is this gavan..? if it is or gross.,positive,,
773525676,ass,"hahaha , trying to be too nice to your ex ? wanabe-ism . stop !",positive,i know he is an ass but u know vo par that jago after getting drunk :you know i miss him too much nowadays shizu give me some tips to get out of it no :d,positive,,
773525677,ass,idk y pp say you have no ass i mean everybody does bc if you didn't you couldn't sit therefore everybody has ass,positive,bahahahaha you're funny,positive,,
773525678,ass,"hey dumb ass anon. why don't you keep youR MOUtH sHUt and stOP BOtHERinG caroline because she's clearly a BEttER PERsON tHaN you, OKaY? JUst go hide in youR room and sCREW youRsELF. bye.a  asammiea",positive,thanks samie,positive,,
773525679,ass,i'm on your side but just let it go. it's not his fault he's not being himself. it's the day before final and we're all stressed. today he just has his head up his ass. chris le,positive,exactly like i keep telling him it's over but he keeps asking questions,positive,,
773525680,ass,suck my ass best friend,positive,p,positive,,
773525681,ass,"you a face hoe and a that because you fucker stupid  and you not a REaL women , you stupid and stay out of sinai business , stay yo ass at your church , mann cheating on you if you didn know that with martha , dumb hoe",negative,my darling before you come for me know how to spell stupid* and business*,positive,,
773525682,ass,utf is childish bitches that's all the fuck u got to say she childish a child with sit in a damn corner and not do nothing i guess i'm the damn  mamma cut i chopping ass bitch and suhailah where the fuck are u coming from get or smash nose ass self out of my damn biznes for u get tucked up next,negative,it's suhailah* and u being extra childish gtfu my ask its for questions and i fear no BiTCH! know this<<< salamu alaikumâaa,positive,,
773525683,ass,@ grass,positive,ass,positive,,
773525684,ass,"stfu & hop off melisa's case !! in what way are you benefiting from talking shit to her ananymously ? none . you just a hating ass bitch wasting your time ! find something else to do that aunt tryna bring someone down . you're just ruining someone day & your parma . just stop , fuck .",positive,thanks :) who's this the?,positive,,
773525685,ass,"how bout you get a fucking life and stop being annoying as. bet you wouldn't say this if you were off anon. stfu. or else me and whole lot others are going to beat your ass.   fatty, don't listen to stupid anon. they don't know shit. ily by; brooklyn anderson",negative,thank you.;* ilya.,positive,,
773525686,ass,what's your main thought on that bad ass named jordan,positive,i don't no.,positive,,
773525687,ass,hahaha you think that was me? i am in highschol bud and our th grade team will kick your ass so watch out curan mioduch,positive,who dude'm in th tothat was georgia hata she took my phone :') i only play basketbal and basebal too :'),positive,,
773525688,ass,who is or far fat ass,positive,sera due who else,positive,,
773525689,ass,are u a virgin,positive,get on witch nose ass del,negative,,
773525690,ass,"oh yea i know i back into u so mt ass would b on u, but i didn know it touched or june. did i give u a bone",positive,"lol, yes",positive,,
773525691,ass,who was the last person to slap your ass,positive,my sister lmao,positive,,
773525692,ass,is the ass just for &$#%ing?,positive,mmm.....excuse me?....,positive,,
773525693,ass,utf?! stupid ass ccannon i didn't do shit like that do u f**kin have a life ccannon?! going around and lying to people and hacking my shit! don't believe them slima  arzu...aa,negative,okay ;) the,positive,,
773525694,ass,ten broeck. fuck get it right bitch ass anon @ sam ten broeck,negative,be nice summer down,positive,,
773525695,ass,1. age? a. relationship status? 3. age of first kiss? a. ever made out? a. panties or things? a. bar or no bar? 7. ever had a guy suck your tities? a. ever given an he? 9. ever given oral? 10. ever received oral? 1. u a virgin or nah? 1a. do ass grabs turn u on? what other stuff turns u on?,positive,noah,positive,,
773525696,ass,what was the last movie you watched? did you like it?,positive,this horror movie and yes i screamed my ass off,positive,,
773525697,ass,she has big boobs and a big aSS lh,positive,this isn johnny ask,positive,,
773525698,ass,wyd cut,positive,answering this lame ass question,positive,,
773525699,kill,casimir suddenly glomps him.,positive,"utah! he's attacking! shut down! shut down before he tries to take over the world!"" midorikawa falls flat on his back and begins to flail his arms. ""ryuji no.a! i command you to not kill me!""""",positive,,
773525700,kill,"kiss marry kill (charlie, michael, flex) ?",positive,haha not gonna answer this say,positive,,
773525701,kill,tails told me to keep it a secret so no... vivian the hedgehog,positive,i just....found out...o_o.... ma tonic a.a iMA KiLL HiM!,positive,,
773525702,kill,u dint care bout toe damn that's tucked up u need a hart,positive,oo ok. well i know toe wont and if she did she'll be missed by a lot of people. i do have a heart* but i'm not going to say that she will kill herself because i don't think she will,positive,,
773525703,kill,breath smelling like you gone kill a bih,negative,fuck you daimler,positive,,
773525704,kill,what page does the part of to kill a mockingbird end,positive,"14, i believe. i don't have it in my hand right now, though.",positive,,
773525705,kill,what can you do to make this world a better place?,positive,be nice to everyone even if the annoying and mean kill them with kindness and nor bully anyone,positive,,
773525706,kill,"so since you have a pitbul as well, do you totally disagree with the stereotyped about their breed being dangerous? because it passes me off:p",positive,"yes i so disagree! it's how you raise them! my oldest looks like he can kill you, but he is thebigest baby ever. & is afraid of balloons! lol",positive,,
773525707,kill,"*smiled a bit* i'm glad i could finally say it... i thought none could love me, so i said it... i'm happy i got to say it amy... *hugged back* tonic.eye",positive,*huge tight*..nothing you do..could ever make me stop loving you...you should know that...even when you took sally over me all those times..i still loved you...*tears roll down*.. i..i'm sorry i..wanted to..kill you..but..seeing that tonic..with tails...i..went..insane..,positive,,
773525708,kill,say it to my face you striped ass fuck you such a prick get off anon you scared ass bitch ill kill you kevinfaulkner,negative,exactly like utf you bitch you are scared to come of anon so stfu you nasty ass hoe! you have no fucking right to be talking shit about people so fuck off!,negative,,
773525709,kill,look. y'all that keep saying hope obsessed mmm. no she is not and if you don't know her story then you mind as well shut the hell up. that's her and tyler business not yours i understand you jealous but honey chill. okay. thanks,positive,thanks you.  i swear people kill me . just trying to start crap. people pathetic,positive,,
773525710,kill,which song best represents your life so far?,positive,the kill by 30 seconds to mars,positive,,
773525711,kill,"paul mcartney said: if slaughterhouses had glass walls, everyone would be a vegetarian."" what do you think about it?""",positive,honestly i'm not giving up eating meat... sorry but i don't think the way they kill the animals is right,positive,,
773525712,kill,what would you kill for?,positive,i'd die/kill for my loved ones.,positive,,
773525713,kill,why do people kill each other?,positive,for money or sum stupid reason,positive,,
773525714,kill,how would the world be different if everybody was vegetarian?,positive,being vegetarian myself im kind of based on thisa  but i think it would be better because then there'd be more of many of the animals we kill for meat. and many human could possibly be wealthier because there's so many other healthy alternatives that give you the needed protein and it's much wealthier so ah.,positive,,
773525715,kill,pap of kotipriya,positive,have one but she will kill me,positive,,
773525716,kill,"i'm just so ready to end my life. i've failed th grade, my family makes me feel useless, i don't have any friends left, i've been in and out of court from truancy. i have severe depression and anxiety. i just don't even know what to do anymore and it seems like the last option i have left :(",positive,"i know your life seems shitty right now but killing yourself isn't the way to go run. if your family is making you feel useless tell them that. yes i realize it's hard to do that, but talking to them could really help. if you ever need to talk you can always do me or talk to me on here. just please don't kill yourself.",positive,,
773525717,kill,is it wrong to kill animals for human consumption?,positive,"well food wise, i think we need to kill animals, but besides that animals shouldn't be killed for any other reason, animals aren't to be worn around our necks or displayed against our walls",positive,,
773525718,kill,so will you play tug of war over me with honey zacharyleg,positive,no! because i would kill you if i was playing!,positive,,
773525719,kill,what is your attitude to smoking?,positive,it's just disgusting and bad for people who do it and it probably can kill brain cells.,positive,,
773525720,kill,why do people kill each other?,positive,idk,positive,,
773525721,kill,sandra?,positive,dont even get me started i freakin love that girl she my latin sister and i would kill someone for her if she needed it so watch yourself ;),negative,,
773525722,kill,what's a phrase you use often?,positive,ooh kill do,positive,,
773525723,kill,why do people kill each other?,positive,to eliminate them because people think they have the right to take someone's life and yes i'm talking about the guns with badges,positive,,
773525724,kill,"poop and some chin, gutta take a quit. if that quit is hard, go to saint bernhard. if saint bernhard is funny, go and kiss a monkey. if the monkey's yellow, go eat some jelly. if that jelly's awesome, go and kill a posum!!",positive,haha omg that was sick lol,positive,,
773525725,kill,how did you contact them and what did you say to them,positive,i contracted them and i said hi give me a job or i kill u lol,positive,,
773525726,kill,why wouldn't the police get involved in that? michael clifford,positive,they made sure he couldn get within a feet of my friends brother but he still hasn stopped bullying him he literally is sending him messages on how to kill himself and my friends brother is only a :/,positive,,
773525727,kill,how would you kill someone without a weapon,positive,idk do martial arts,positive,,
773525728,kill,haha omg i think fire is amazing best thing ever than goemans,positive,no it's noT kill you,positive,,
773525729,kill,why are you friends with sidiq he is such a gheto nigger and he of gay!!! he so fucking small. he should just kill himself...,negative,naw he's my blackie ... you should go kill yourself aa,negative,,
773525730,kill,what will you never do?,positive,kill someone.,positive,,
773525731,kill,what's the last book you read?,positive,to kill a mockingbird,positive,,
773525732,kill,"what do you think of people who said anon hate, tell people to kill themselves, basically bullies?",positive,"i think they are assholes and need to grow the fuck up. anyone who does that obviously has nothing better to do with their lives. if you spend your free time doing that, then you must be a pathetic loser who let's their jealousy of other people get to them. so grow up and start making better decisions with your life. i have no idea how someone could feel better about themselves by putting others down. bullying people isn't going to help your stupid, pathetic life at all.",positive,,
773525733,kill,"marry,fuck, kill? chase range,come angel, yusuf shehata",positive,no,positive,,
773525734,kill,"fuk: sutton, oral, poppy",positive,"shoot! fuck:oral, marry: poppy (hah!), kill: sutton. i love you all!",positive,,
773525735,kill,"marry. fuck. kill: gandhi, milk, or nelson mandela?",positive,"i'm not doing this, of",positive,,
773525736,kill,why do people kill each other?,positive,because people are bitches,positive,,
773525737,kill,probably has a gun philip lowkey,positive,haha he's gonna kill austin,positive,,
773525738,kill,what would you say to someone to make them not...kill theirself?,positive,i will call them one hundred times and text them,positive,,
773525739,kill,a-to:no what people don't understand is how to forgive others!!and realize that the other person wants to move on!!! and what you don't understand is...why i can't be with you is because of tour...that will kill us.. l-smiles-let's go babe lou:yea i mean it's for the good i guess but i gig bee,positive,"h-to:but babe that doesn't mean you need to kill yourself !  and wait for me as i will wait for you please baby i would rather not have you on tour then dead, that's awful.    d-thinks he's a jerk-   l-wait and mummy?-points upstairs smiling-",positive,,
773525740,kill,"lucy- *shakes in fear* don't kill unicorn potatoes please so that i don't die!!!!!! please!!!!! the unicorn potato said for me to do this so..please don't....i PROMiSED THiS potato i woudnt let harm come to HiM!!!!""",positive,ok,positive,,
773525741,kill,thoughts on two episode so far?,positive,"rich needs to be group leader of alexandriagabriele should die, he screwed up so hardsasha is crazyglen is crazyrich is crazymorgan is back, colthat old guy with the glasses just died. that hapenedthe guy who tried to kill glen is crazydaryl is the only not insane persons morgan found rich at alexandria???the guy who tried to kill glen should diemorgan is the new Machonnethat's all i have to say.",negative,,
773525742,kill,i wanna kill myself,positive,"please don't kill yourself. life might be hard right now, but it won't be soon i promise. you have no idea how many times i thought of killing myself. but i'm so happy that i'm still here today. people care about you. i care whether i know you or don't. please if you ever need to talk know that i'm always here. <3",positive,,
773525743,kill,"she wasn't your bestfriend"" and you two were not even talking to each other when you said it all!!  and yes sydney you did say lots of shit about her and them dating!!""",positive,you know whatpeople like you are the reason thousands of kiss kill themselves each year!you don't care thoughyou sit behind a computer screen and make up lies just to hurt people you should really think about that before you do it again thanks so much :-) no of that is true and i hope you stop and think about it next time you go on cannon,positive,,
773525744,kill,why do people kill each other?,positive,"cause they want food, money for d backstage passes, and to narrow down the chances of getting harry",positive,,
773525745,kill,"th// or like my best friend and even the i hate u, i still love u like a brother that i wanna kill so like peter ;) aa",positive,;) aa,positive,,
773525746,kill,why do people kill each other?,positive,why do you asked me this q? lmao,positive,,
773525747,kill,i'm still gonna fucking kill him. loan,positive,a you're getting protective over me c,positive,,
773525748,kill,can you just come over and kill it for me,positive,who are you if you tell me i might;),positive,,
773525749,kill,just wondering. never done helium,positive,"don't do it, it can kill you.",positive,,
773525750,kill,why do people kill each other?,positive,i don't fucking no,positive,,
773525751,kill,i get pussy as a nickname a know and not by girls :-; cat,positive,i'll kill anyone who calls you that o.e,positive,,
773525752,kill,i know who you have a crush on mary told me lmao !   im telling you on here because mary would kill me if i told what she said about you ..,positive,that's great (:,positive,,
773525753,kill,if you could kill one person who would it be,positive,no one,positive,,
773525754,kill,mf warren tyler austin,positive,marry austin fuck warren kill tyler,positive,,
773525755,kill,what type of people are you afraid of?,positive,stranger that are going to kill me,positive,,
773525756,kill,today is world environment day! how do you plan to make a positive impact on our earth?,positive,kill all the shores,positive,,
773525757,kill,"cameron was being a jerk to me all i fried to do was help him and he old me stop slamming it just broke my heart plus he was gonna delete mrs.grief,dallas",positive,"you mean pizda, truth, mochaholic, and all his other names cameron? haha he has a ton more nicknamed but he'll kill me if i said them... but anyway that cameron?",positive,,
773525758,kill,this friday girl seems too complicated lmao,positive,i wanted to kill her 0% of the time but had to love the rest of the 10% so yes she was.,positive,,
773525759,kill,would you get offended if someone called you girl by accident? like 'wasup girl?!',positive,if it was an accident then no id just correct them lmao if it was on purpose id kill them or smith,positive,,
773526234,stfu,"hahahahaha i dont like you, but i didn say anything on your ask, your not worth my time. so stop assuming things , thanks. mae;;;)))",positive,"haha omg stfu, i'm not assuming anything, i got the question and i answered it.",positive,,
question_box_128377334929,,i can believe i can  still like kill la kill for this long. xda @michael the writer,positive,true love never dies.,positive,@TeamGallerian,
question_box_55226844067,,africa,positive,"lights camera action , ls my young nigga love that ll nigga ll taught her everything she know . she like my sister or a bestfriend some shit like that we close . cool pals .",positive,@Rankin517,
question_box_59867580091,,now i'm not on or list... now i feel like shit. thanks,positive,what list ? omg this is why i can't do any list there's always people who get offended,positive,@AngChapmann,
question_box_48893897123,,"you better be in the house, you got work tomorrow, need to go get my money",positive,stfu,positive,@Rankin517,
question_box_125510036977,,sup nigga!!!,positive,nothing so if you're in marquette please hum because i'm so bored,positive,@kayla_trudgeon,
question_box_71366198309,,-.- yes my friend is always right. trust me . watch ask him a question  ask.am/mefrankey,positive,lmao that's my friend too & what he told you is a bunch bull shit because he's a boy & he's nothing like the rest of them,positive,@StephanieAlizz,
question_box_117001502865,,we should do a kill La kill upa @michael the writer,positive,we really should not.,positive,@TeamGallerian,
question_box_123984793035,,that sounds like nicole v she stalls u too now,positive,ah shit,positive,@itsgillian_,
question_box_104421675283,,u so fucking sexy man i want u,positive,the. but join the club with the rest of the nigga that want me but can't get me,positive,@PiinkKissPretty,
question_box_130260915058,,how old do you think you'll be when u die,positive,10,positive,@Emmabecher13,
question_box_122868846814,,"you seriously need examples? you already know how many people don't like you and talk shit. trust me, they don't do it for fun. they do it cause its true. didn't get that hint yet?",negative,yes i seriously need examples lmfao. and exactly. other people talk shit.,positive,@nikkiswag123,
question_box_118224783524,,your mon shouldn't let u curse that's terrible bothering,positive,too fucking bad,positive,@camrynf56964,
question_box_60980103828,,how long does love live?,positive,until they die or until someone chooses to give up and not fight for it anymore..,positive,@brunette713,
question_box_47353782203,,ok it's not a fucking joke. you don't tell someone to kill themselves or starve themselves. go get yourself a fucking counsellor bc you are missed up. how insecure do you have to actually tell someone to kill themselves? how would you feel if someone said that to your kid?? exactly so stfu. ily and,negative,thank you so much. ily,positive,@AngChapmann,
question_box_116239659230,,are you friends with that worthless piece of crap you call mania,negative,you literally need yo stfu she is perfect,positive,@nikkiswag123,
question_box_63097584547,,see that's  what get me right there your fucking smart ass mouth,negative,lmao oh goodness really ?,positive,@Rankin517,
question_box_125640173436,,can i lick your ass? c:,negative,utf,positive,@k4yl3y,
question_box_129575622966,,"i'm just saying one of your ""best friends"" your ""wife"" is talking major shit",negative,what's she sayen ?,positive,@shesxfiona,
question_box_128519020466,,do you tell your parents about the morbid shit in your life,positive,you are definitely daryl and yeah i do like i complain to my dad all the time ahahah because he just listens to me and that's all i want th,positive,@cheesymcfiddles,
question_box_111338176430,,who's your of? :),positive,"yo nigga , ctfu",positive,@Daaaadddy,
question_box_129257176784,,do you think people deserve a second chance?,positive,sometimes i believe they do other times i'm like go the fuck away,positive,@thatghostinthemachine,
question_box_130947952301,,have you ever asked yourself questions,positive,that low of no nigga,positive,@AiryTorres,
question_box_124765797966,,bow or face is mad hairy u look like a monkey shave yo face bitch!!!!!!!!!! and bow we all know u shave or crutch lol,negative,okok,positive,@Hana_425,
question_box_128478633492,,"we are both perf. bitches are jealous,a @austin phillips",positive,yes they are.,positive,@caitlinfortenberry97,
question_box_127998447706,,"i love your ass, can i slap it? ",positive,haha sure :d,positive,@BabygirlLoniNicole,
question_box_130541225603,,you have a big forehead,positive,stfu,positive,@jazmin771,
question_box_128356171769,,no nigga,positive,"why not, may nigga??",positive,@nora_aseel,
question_box_53425483045,,yeah but his new bitch look better,positive,girl ^ excuse you she's not a dog . your full of disrespect . how were you raised ? okay that's your opinion are you happy ? do you want a cokie ?,positive,@StephanieAlizz,
question_box_126443924978,,why are you friends with andrew she gonna talk shit behind your back and be mean she already said you wanted to fuck one of the boys at your old school??,negative,"*friends and i can if i want to. she's really nice &she's nicer than you'll ever be. and no she did not, cut she already knows who i like so i wouldn't be taking if i were youaaaa",positive,@kati_alqudsi,
question_box_120378869946,,can i die   :'),positive,why ?!,positive,@NjHoran0fficial,
question_box_59330380581,,lumbo..i didn even remember but most likely yeaha @guerdy,positive,oh now how you gonna forget we bout to get turned up in the hotel & go friend some banging ass beach boys & you forgot smhs . text anisya us she might just forget your coming & leave yo ass here,positive,@StephanieAlizz,
question_box_53509735205,,in tournament nd shit he obviously not a bad fighter. i dont know what the nigga look like but either he not that bad looking or he got good ass game with women cause his girls look good. so stop latin on that nigga lmao its not like your opinion matters anyways,positive,thank you . my gosh go preach to the one later shesh. he right nigga got mad game,positive,@StephanieAlizz,
question_box_117619627153,,*buried his face in her boobs* ... soft *nosebled* now you can kill me tut (worth it xd)a @~the3lolek~#kaaa,positive,"what the what *pulls away* totally did not expect this level of pervines from you, polish unicorn.",negative,@TeamGallerian,
question_box_116302649490,,pretty sure you guns need to both stfu and get a life stop saying shit about kyleigh,negative,then stop asking questions about kyleigh nerd,positive,@NickkAguiar,
question_box_108957765021,,i dont follow you ok. i would never follow a rude ass bitch,negative,"exactly, so you must be thomas, or else we wouldn be having this conversation.",positive,@niallhoransfuturewifey,
question_box_124645710577,,was it a handjob or blowjob or both,positive,"bitch you said about a questions ago ""last question""",negative,@kayla_trudgeon,
question_box_36336979556,,lol,positive,die.,negative,@EmoolyCow,
question_box_110342883297,,th ily and we need to hangout soon bc i might just die if we don't but you're gorgeous and fun to talk to;*a @alexa marcinczyk,positive,thanks ily,positive,@sophiaxox1023,
question_box_128766226003,,i don't know what harley has been through but i don't give a shit people don't make up bad memory for attention if she has a fucking bad life you don't make fun of her for it you help and comfort her not be a dick so get off her ask and you have a problem take it up with me asshole,negative,a lie thanks i love you and that's so true th,positive,@SupermansWife101,
question_box_128116397646,,dere,positive,die,negative,@Hana_425,
question_box_113069143295,,what is the most important thing you have learned in life?,positive,"trust nobody, nigga",positive,@rlusara,
question_box_123274537562,,//is going to kill yer familya @rich wall,positive,;o; russian red nopls,positive,@StormieGrace,
question_box_124711877756,,aye! this woman is upset and depressed because i used her for sex she's damn annoying about it!,positive,"you're fucking disgusting. don't ever use girls / woman for sex. that's just pure tucked up. we're not fucking sex objects. i've been used for that multiple times, and it's a terrible feeling, so she has every right to feel upset and depressed.",negative,@k4yl3y,
question_box_125382514803,,what would you do if a guy you knew grabbed your butt?,positive,this is tristen her brother and i would kick their ass!,positive,@aleahrae5,
question_box_103107613620,,okay f one marry one kill michael spare jackson angle bryce kick,positive,im already married sorry.,positive,@rellamartinez,
question_box_121837947066,,i love four aa,positive,me too ! x i'm so happy with all of the feed back we have gotten ! we are number 1 in over 10 countries ! holy shit ! x thanks guns so much ! what legends,positive,@NjHoran0fficial,
question_box_108342386580,,what's your number one rule in life?,positive,if or around me do not smack or gum/food unless you want to die then go ahead,positive,@brunette713,
question_box_52800175653,,tiens kick,positive,yea .... don't start with this gwala shit i speak english nigga but kick : est.a.17.199a,positive,@StephanieAlizz,
question_box_124890002300,,oh yeah shita @uıʇsna,positive,shit yeah oh,positive,@k4yl3y,
question_box_49721354699,,how would you like to die?,positive,in my sleep,positive,@Rayyybayyy,
question_box_111487423918,,"fuck that nigga that you love so bad, he can treat you like i can and that a fact shanty",negative,"that song hela old, ctfu",positive,@Daaaadddy,
question_box_109666567646,,camelia,positive,hum do you even know her ? she's amazing and funny and other cool shit,positive,@nikkiswag123,
question_box_127495334562,,who has bullied you the worst,positive,up a shit ton of eighth traders and a few seventh :)))) but it's all good i just ignored them bitches :)))),negative,@JtSwims13,
question_box_44363009443,,that bitch destined got me tucked up & she bout that shit se would stop talking shit & see me size don't matter to me . run back n tell that -dajanae,negative,op up oh now .,positive,@Rankin517,
question_box_128282097747,,i dare u  come beat my ass!!!!! :) the problem is u can beat me im tough enough for u little jerk! :p,negative,stfu..!!& bye!,positive,@Arabqueen017,
question_box_130770221229,,next time just be careful who u trust you trust the wrong people .,positive,or talking shit boil us me and julian never kissed that was a rumor so get out,positive,@AiryTorres,
question_box_125248655996,,do you still like him? ;),positive,can u pus stfu ok thanksand no bye,positive,@k4yl3y,
question_box_129282075581,,at the party you bent over and i saw your ass?,positive,funny,positive,@Lexie_rose9,
question_box_53762083487,,would you ever become a lesbian if the other choice was death?,positive,yes because i don't want to die but if it were under any other less harsh circumstances then i would stay straight please :),positive,@laurenjolliffe,
question_box_117577209841,,i can even,positive,stfu,negative,@kayla_trudgeon,
question_box_124221552113,,th.. i'm friends with your older sister tea cut she's a boss ass bitch and you seem pretty boss too lol.a @set gustafson,positive,lol thanks,positive,@kayla_trudgeon,
question_box_129053608771,,bow she'd never date some scrub like u and or lazy ass,negative,keep telling urself that bud,positive,@Jakepicc19,
question_box_116295013521,,*die repeatedly*a @adalolanga,positive,unie no,positive,@TeamGallerian,
question_box_114459623057,,okay think of sexy doctor mena @adalolanga,positive,i don't know any sexy DOCtOR men!! lolz it HURts i tHiNK i'm gonna DiE. Dammit it's JUst a PiNKiE tOE why tHE neck DOEs it HURt sO BaD?!,positive,@TeamGallerian,
question_box_128155438587,,can we meet and fuck some time,positive,"again, who is this",positive,@Andrea00013,
question_box_127075114303,,"oh shit i didn come off anon sorry, idk are u?a @.ℒıɀɑʀɖ.",positive,its okayand no im krena,positive,@kreenapatell,
question_box_113413731988,,how much would you take so i can fuck you?,positive,no thanks,positive,@brunette713,
question_box_110783507710,,my dog is sleeping how do you feel about that,positive,lucky bitch (put),positive,@twobitstyles,
question_box_131387624911,,so toe or raven?,positive,"you know i really tried to be respectful because that is how i was raised and i honestly hate cursing outside of my writing but, what the actual  fuck?! i fuckiNG told you i was iMPARTiAL! are you so dense or illiterate that you do not know what that fucking word means? i am really tired of signing onto ask and having to see and delete the disgraceful shit you write. grow the fuck up and leave me and everyone else the fuck alone you worthless PiECE of SHiT!",negative,@BlueEyesBlind,
question_box_102694462442,,bitch nigga ;*a @yasmin,negative,feeling the love (':,positive,,
question_box_124232290595,,u have a great ass!!! leggings pick?,positive,hahahaha,positive,@ThatGirlNamedEmily,
question_box_114372101754,,you friend giana needs to stop living. she got her ass beat! !!!!!!!!,positive,and you need to learn how to spell,positive,@Katie_Smurphy,
question_box_129202892348,,would you have sex with her if you had the chance again,positive,that would probably require us to get back together... so unless something super fucking crazy happens. no,positive,@ebeardsley,
question_box_103749464613,,give fucking tried !!!!!!!!!!!!!!!!!!!!,positive,bah i been knew who this was because j stay up my ass with who i like then go post irrelevant things on facebok which are directed towards me & i seen one earlier ctfu but your ass needs to go talk to jymere because he knows what's up,negative,@StephanieAlizz,
question_box_29606764707,,about you don't like neither ass or tities,negative,i can't answer that,positive,@Rankin517,
question_box_126045736775,,what's an exusuit?,positive,its a robotic suit that mr and laden kill people with,positive,@BrennanFromBand,
question_box_128862788136,,i'm the jerk yea ok if you really did know him then you would know what happened that night and know that one day that paris and him are going to meet each other,positive,just shut up ok i'm tired of all of the shit people are saying. you're the jerk taking you're time to insult someone you probably don't even know,positive,@aperry0227,
question_box_127516818650,,//is ely going to kill me for that last one//,positive,indeed she probably is :d,positive,@TeamJumba4Life,
question_box_51467491365,,so what's good with your bad friend kathy,positive,idea bah you tryna cuff ? i can get you her number y too just femme know . SiKE your BitCH ass AiN't tAKiNG her she's MiNE. foh,positive,@StephanieAlizz,
question_box_119862434122,,you couldn't find anyone else for bestfriend? really nigga your dumb,positive,stfu you dumb bitch,negative,@golden_kadir,
question_box_67384029208,,but dans has a shit load it drops down her legs,positive,dying,positive,@danigirlcheer09,
question_box_61152737273,,your a fucking little bitch,negative,thanks,positive,@Heidinewman,
question_box_103513433893,,ccannon thinks that he is so irrelevant ccannon wouldn't kill he would get chief keep to do that.,positive,do no brink chief in this i can stand HiS 3 grade educated ass,positive,@StephanieAlizz,
question_box_122090734972,,who will be the next person you will kiss?,positive,probe or mon's ass,negative,@k4yl3y,
question_box_66647812532,,nigga (;,positive,lol,positive,@rellamartinez,
question_box_60657546915,,lmfao you and hope hung out like 3 times,positive,she helps me with all my problems you don't wen know me stfu,positive,@KatieHeiser,
question_box_125837937014,,in you know him. what was up with mr gayboy seen's post,positive,please stop because clearly you have nothing better to do then make fun of people but ill give you something to do go die in a hole THaNKS:),positive,@kenhen20,
question_box_120582564715,,yea she can go fuck herself  i love you mckenziea @thomas masuci,positive,:))))),positive,@mckenzieb12345,
question_box_68739057935,,ew oh shirt or ugly as fuck,negative,haha how cute run.i don't give a fuck (;do something with your life (:instead of bothering people on here.,negative,@villegas108,
question_box_129363788768,,how much nigger are you?,negative,0%,positive,@tdog3211,
question_box_36772128717,,any tips for treating acne scars?,positive,"vitamin e pills, just squeeze that shit out and massage it onto scarsmicrodermabrasionegyptian magic creamscars are scars, so they can't go away 10% but if you take good care of your skin, the appearance will reduce. try not to pop your pimples unless they are yellow and nasty and ready to pop. and when you do, don't do it with bare fingers, and put vitamin e on it right after.",positive,@s2jyn,
question_box_123389428058,,ily<3 or my be. pus dont ever die<3<3<3<3a @rich wall,positive,or my bayilu2 <3<3<and i'll try not to die okeor not allowed to die either okay,positive,@StormieGrace,
question_box_113814400475,,"your choice are kelvin quin, vice fuentes, gerard way; you have to fuck one, marry one, kill one?",positive,"this is very hard damn it. um marry gerard,fuck kelvin and kill vice :c",positive,@vnohemi,
question_box_60370014739,,its hard to believe cut i already heard about u,positive,"assuming u a nigga, i c u nigga love to talk",positive,@PiinkKissPretty,
question_box_113255458219,,ask out nina cut,positive,hum who are you?? don't tell a nigga what to do,positive,@Da_realist15,
question_box_130785670608,,how her the boys at frontier ?a @cannon,positive,stupid as shit a,negative,@saniah_miah,
question_box_118164999857,,she müsen au die toilete geben?a @camryn kirsch a,positive,no u cannot go to the bathroom!!!,positive,@AbramKing23,
question_box_122491108335,,hey how was or day today ? what did u do ?,positive,"my day was cool c spent my day with tommy, and brought her a necklace :) in general the day was so fucking cool c never walked with someone like that :p",positive,@RaymondKwong,
question_box_127478292631,,list everyone you hate,positive,"that would be rude, and unlike them, i'm not rude and a self centered bitch like most of them are, so no i'm not going to list their names",positive,@KennaKilzer,
question_box_124977204015,,its called heaven you dumbfuck,negative,ok listen i'm christian and i believe in heaven but not everyone is christian. have you ever been to heaven? are you 10% sure that that's where we go after we die? no so then shut the fuck up and get off my page,negative,@carissa_nohle,@carissa_nohle
question_box_122941028567,,rome santo face ass,positive,he sexy omg,positive,@itsjasmyyy,
